clean_tweet,Compound_Score,Sentiments
"Solo Manahan Stadium, U-20 World Cup Host Stadium wkwkw
Pssi standard🙈 Persija vs Pss Sleman https://t.co/Ur9y8uxYF7",0.0,Netral
"Indonesia sebagai tuan rumah Piala Dunia U-20 ingin meniru apa yang dilakukan Qatar di Piala Dunia kemarin. Semoga Indonesia bisa memberikan yang terbaik
 
#BangkitBersamaET https://t.co/TmSBSp5DEW",0.7845,Positif
"Palembang Tuan Rumah Piala Dunia U-20 2023, Stadion GSJ Bukan Pilihan Laga Pembuka https://t.co/dlI7N2vKs2",0.0,Netral
"Palembang Siap Jadi Tuan Rumah Piala Dunia U-20 2023, Dispora Sumsel Libatkan Panda https://t.co/FsXlngL7Ek",0.3612,Positif
"Rencana Indonesia menjadi tuan rumah kompetisi sepak bola terbesar khusus pemain di bawah usia 20 tahun atau U-20 pada 2023 terus disiapkan atau Piala Dunia U-20 2023.

https://t.co/AwRPsBmdel",0.2263,Positif
Kesuksesan Qatar menggelar Piala Dunia menjadi motivasi Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir agar Indonesia bisa menjadi tuan rumah yang baik di Piala Dunia U-20 2023. https://t.co/5C9HrnfEvq Argentina RUU PPRT,0.8402,Positif
"Presiden Antan Intermilan ingin Indonesia meniru Qatar yang sukses sebagai penyelenggara Piala Dunia 2022. Indonesia yang akan menjadi tuan rumah Piala Dunia U-20 tahun depan bisa belajar banyak dari Qatar agar Piala Dunia U-20 berjalan dengan sukses ⚽⚽
#BangkitBersamaET https://t.co/MCqkJb8gfR",0.7906,Positif
"Menurut Menpora, laga kandang Piala AFF yang dihadiri penonton juga menjadi evaluasi persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 tahun depan. https://t.co/F2JxNpTdDw",0.0,Netral
"Menteri BUMN ingin Indonesia meniru Qatar yang sukses sebagai penyelenggara Piala Dunia 2022. Indonesia yang akan menjadi tuan rumah Piala Dunia U-20 tahun depan bisa belajar banyak dari Qatar agar Piala Dunia U-20 berjalan sukses.
#BangkitBersamaET https://t.co/fYf18jb5Al",0.7906,Positif
Menpora memastikan kesiapan menjadi tuan rumah Piala Dunia U-20 https://t.co/M7uJ9BY0de,0.25,Positif
"Kesuksesan Qatar menggelar Piala Dunia 2022 menjadi cambuk bagi Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir agar Indonesia yang menjadi tuan rumah Piala Dunia U-20 2023 bisa menyamai bahkan lebih baik lagi.

 
#BangkitBersamaET https://t.co/AZjKGIPZDI",0.765,Positif
"Kesuksesan Qatar menyelenggarakan Piala Dunia 2022 menjadi pemacu semangat bagi Menteri BUMN untuk membawa Indonesia yang akan menjadi tuan rumah Piala Dunia U-20 2023 mampu berkiprah sejajar dengan Qatar.
Indonesia Bisa 💪🇮🇩
#BangkitBersamaET https://t.co/zxs2hx7aVb",0.5719,Positif
"Kesuksesan Qatar menjadi tuan rumah Piala Dunia 2022 harus menjadi contoh bagi Indonesia yang akan menjadi tuan rumah Piala Dunia U-20 tahun depan,"" ujar Erick Thohir.

 
#BangkitBersamaET https://t.co/52eWLXWYBw",0.5719,Positif
"Menpora Zainudin Amali and BUMN Minister Erick Thohir met FIFA President Gianni Infantino in Qatar to discuss preparations for Indonesia to host the 2023 U-20 World Cup. #PialaDuniaU20 #gianniInfantino #ErickThohir #ZainudinAmali

https://t.co/dG9jvVEkD5",0.0,Netral
"Indonesia menjadi tuan rumah kompetisi sepak bola terbesar Piala Dunia U-20 tahun 2023. Terakhir, Erick Thohir dan Menpora Zainudin Amali bertemu dengan Presiden FIFA Gianni Infantino. Erick ingin Indonesia menjadi contoh Qatar.
 
#BangkitBersamaET https://t.co/mUdJD8do5y",0.0,Netral
"Rencana Indonesia menjadi tuan rumah kompetisi sepak bola terbesar Piala Dunia U-20 tahun 2023 terus disiapkan. Yang terbaru, Erick Thohir dan Menpora Zainudin Amali bertemu dengan Presiden FIFA Gianni Infantino. Erick ingin Indonesia menjadi contoh Qatar.

 
#BangkitBersamaET https://t.co/iIMt4M5aFT",0.2263,Positif
"Kesuksesan Qatar menggelar Piala Dunia 2022 menjadi cambuk bagi Menteri BUMN Erick Thohir agar Indonesia yang menjadi tuan rumah Piala Dunia U-20 2023 bisa menyamai bahkan lebih baik lagi.
Indonesia bisa 👍🇮🇩
#BangkitBersamaET
https://t.co/yqAGUBFAMY https://t.co/BYUuKMFtbS",0.765,Positif
"Indonesia dipercaya menjadi tuan rumah piala dunia FIFA U-20 tahun depan!

CC pak


https://t.co/8ZxMPNiRBO",0.0,Netral
"Kesuksesan Qatar menggelar Piala Dunia 2022 menjadi cambuk bagi Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir agar Indonesia yang menjadi tuan rumah Piala Dunia U-20 2023 bisa menyamai bahkan lebih baik lagi.

 
#BangkitBersamaET https://t.co/EJx8rIyodu",0.765,Positif
"Pertanyaannya, apa yang akan dilakukan Indonesia ke depan?

Yap, tahun depan Indonesia jadi tuan rumah Piala Dunia U-20 2023, geng! Meski Menpora siap mematuhi aturan FIFA, masih ada dua masalah:
1. Kualitas rumput
2. Jumlah sampah plastik

https://t.co/DZUA3v8Acf",-0.2714,Negatif
"Insya Allah tahun depan giliran kita untuk memberikan yang terbaik. Indonesia akan diberikan kesempatan untuk menjadi tuan rumah Piala Dunia U-20,"" ujarnya.


#BangkitBersamaET https://t.co/2TCB2iu0vH",0.8442,Positif
"Tahun depan, ketika Indonesia akan menjadi tuan rumah Piala Dunia U-20, apakah upacara pembukaannya akan disamakan dengan Asian Games kemarin?",0.0,Netral
"Ajang piala dunia ini menjadi momen bagi kita untuk belajar dimana Indonesia menjadi tuan rumah piala dunia U-20.

 
#BangkitBersamaET https://t.co/gnBjqfFiPw",0.0,Netral
Indonesia akan menjadi tuan rumah Piala Dunia U-20 2023. Ketua Komite Olimpiade Indonesia (KOI) Raja Sapta Oktohari berpesan kepada panitia. https://t.co/tL9Gkhz5KU,0.0,Netral
Indonesia akan menjadi tuan rumah Piala Dunia U-20 2023. Ketua Komite Olimpiade Indonesia (KOI) Raja Sapta Oktohari berpesan kepada panitia. https://t.co/2vLfjC23GA,0.0,Netral
"Bertemu dengan seorang teman lama, Chief Investment Officer Otoritas Investasi Qatar untuk Asia, Sheikh Faisal Thani Al-Thani.

Kerja sama di bidang olahraga dengan Qatar sebagai tuan rumah Piala Dunia akan bermanfaat bagi kita dalam menyelenggarakan Piala Dunia U-20 tahun depan. https://t.co/4ycyUAwaP0",0.7269,Positif
"Maroko memberikan tiket gratis, timnas melaju ke semifinal. Semi final..

Di sini, menjadi peserta Piala Dunia U-20 di lini tuan rumah saja sudah membanggakan, meski sistem sepakbolanya busuk, saya tidak peduli. Apakah penting untuk bangga atau bangga?",0.8581,Positif
Indonesia Hosts 2023 U-20 World Cup | Liputan6 https://t.co/ni1OsqCRAh,0.0,Netral
"Apalagi pada tahun 2023, Indonesia akan menjadi tuan rumah Piala Dunia U-20.",0.0,Netral
"Indonesia akan menjadi tuan rumah Piala Dunia U-20 2023 yang berlangsung pada 20 Mei hingga 11 Juni 2023.

Menpora Indonesia Zainudin Amali mengungkapkan masih ada beberapa catatan dari FIFA.
https://t.co/p1hzVzULYl",0.0,Netral
"Indonesia akan menjadi tuan rumah Piala Dunia U-20 2023 yang berlangsung pada 20 Mei hingga 11 Juni 2023.

Menpora Indonesia Zainudin Amali mengungkapkan masih ada beberapa catatan dari FIFA.
https://t.co/OOng9hxzAM",0.0,Netral
"Menpora mengatakan alasan lainnya, Timnas Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah.
#IndonesiaMaju #Jokowi",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah.
#IndonesiaMaju #Jokowi",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah. https://t.co/WUUSW567B5",0.25,Positif
"Menteri Pemuda dan Olahraga RI Zainudin Amali berharap Indonesia dapat meraih kesuksesan dalam berorganisasi dan berprestasi ketika menjadi tuan rumah Piala Dunia U-20 2020, serta berdampak pula pada pertumbuhan ekonomi nasional.
#airlanggahartarto #airlanggauntukindonesia #partaigolkar #golkarpedia https://t.co/CT5BOUDVmn",0.8442,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah.

#KawalJokowi https://t.co/upNgw36fI2",0.25,Positif
"Presentasi kemarin di Liga 1 sudah memalukan, ditambah bom bunuh diri di Bandung di tengah persiapan kita menjadi tuan rumah Piala Dunia U-20. 🥴",-0.7964,Negatif
"Menpora mengatakan alasan lainnya, Timnas Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah.",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah. https://t.co/tO3vQaSSiu",0.25,Positif
"Menpora mengatakan alasan lainnya, Timnas Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah.",0.25,Positif
"Tuan Rumah Piala Dunia U-20: Indonesia Butuh 1500 Relawan, Cek Persyaratan dan Link Pendaftaran
https://t.co/yd4fkFq8xS",0.0,Netral
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah. https://t.co/p6LcIHLHgH",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah. https://t.co/yH81SSfS5s",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. apalagi sebentar lagi Indonesia akan berlaga di Piala AFF dan Piala Dunia U-20 FiFA sebagai tuan rumah. https://t.co/TNwK5H3MKj",0.25,Positif
"Selain itu, Menpora menyebutkan alasan lain, yakni timnas sepak bola Indonesia juga membutuhkan kompetisi untuk mempertahankan kemampuannya. Apalagi sebentar lagi Indonesia akan mengikuti Piala AFF dan FIFA U-20 World Cup sebagai tuan rumah. https://t.co/gChKa3gcoq",0.25,Positif
"""persiapan pengembangan timnas menghadapi piala aff 2022 & piala dunia u-20 2023.""

Ini bisa membuat rezim luluh lantak, karena terkait dengan wajah rezim. Jangan sampai timnas benar-benar berantakan, malu tuan rumah.

tanpa suporter, hingga kepengurusan PSSI terpilih, seperti era Jonan yang beradab kai...",-0.5056,Negatif
"Mei-Juni 2023 Indonesia akan menjadi tuan rumah Piala Dunia U-20, dan dibutuhkan ribuan relawan.

Klik untuk mendaftar sebagai sukarelawan
https://t.co/dDg2Jf4O8I",0.0,Netral
begini rasanya menjadi tuan rumah piala dunia u-20,0.0,Netral
"Tahun depan, Indonesia dipercaya menjadi tuan rumah Piala Dunia FIFA U-20. Ini akan menjadi peristiwa yang sangat luar biasa untuk membawa Indonesia semakin dikenal di mata dunia, menjadi momentum untuk meningkatkan sektor pariwisata tanah air.",0.5719,Positif
"Masalah utama jika Spanyol dipilih menjadi tuan rumah Piala Dunia U-20 atau U-17 adalah La Liga dan divisi sepak bola di bawahnya harus selesai sebelum turnamen dimulai.

Aturan FIFA stadion harus ditutup selama 2 minggu sebelum acara",-0.4019,Negatif
"Spanyol akan memenangkan tawaran untuk menjadi tuan rumah Piala Dunia U-20 atau U-17 pada 2025, 2027 atau 2029
Amiiiinnn...",0.5859,Positif
"Malaga, Huelva, Cadiz, Cordoba, Granada dan Jerez adalah kota-kota yang dipilih oleh RFEF jika Spanyol terpilih menjadi tuan rumah Piala Dunia U-20 atau U-17",0.0,Netral
"Andalusia akan menjadi wilayah sentralisasi jika Spanyol terpilih menjadi tuan rumah Piala Dunia U-20. Stadion yang disiapkan adalah:
-La Rosaleda (Malaga)
- Kolombia Baru (Huelva)
- Ramon de Carranza (Cadiz)
- Malaikat Agung (Cordoba)
- Carmenes (Grenada)
- Chapin (Jerez)",0.2263,Positif
"Tidak ada yang menyaksikan Piala Dunia U-20 selain dari keluarga pemain, pencari bakat, dan tuan rumah yang terlalu bangga.",-0.296,Negatif
"Tenang saja Bro. Sekarang Indonesia
Lolos U 20 WORLD CUP Gan
Malah Jadi Host Gan
Insya Allah nanti tahun 2032 Indonesia
Lolos Seneor Piala Dunia Bro
Indonesia menjadi tuan rumah Bro
Namun dengan kondisi 2024 PAK ANIES
PRESIDEN Saudara
🤣😁🤣😁🤣😁🤣👍👍👍👍 https://t.co/kNjGtUTz8F",0.9869,Positif
"Indonesia Tuan Rumah Piala Dunia U-20 2023, Menpora Ajak Totalitas Masyarakat Dukung Timnas U-20 https://t.co/k2ZGG5xyXj",0.4019,Positif
"Karena Indonesia adalah tuan rumah Piala Dunia U-20, jelas FIFA ikut campur",0.3818,Positif
"izin untuk menjelaskan, jadi tahun depan indo akan menjadi tuan rumah piala dunia u-20, dan gbk adalah salah satu stadion yang akan digunakan, gbk dapat digunakan untuk konser, tetapi akan bertentangan karena indo telah berjanji kepada fifa untuk menyediakannya stadion yang bagus cmiiw",0.5927,Positif
"Menjadi Tuan Rumah Piala Dunia U-20, Indonesia Diminta Ikuti Teladan Qatar dalam Menyiarkan Islam

#langit7id #cahayamenujikebaikan

https://t.co/Wo0h31FMaI",0.0,Netral
"Jelang menjadi tuan rumah Piala Dunia U-20 2023, Indonesia bisa mencontoh Qatar.",0.0,Netral
Tuan rumah Piala Dunia U-20! Save Our Soccer Coordinator: Indonesia Bisa Tiru Qatar https://t.co/wAJSwc1NSB,0.5411,Positif
Tuan rumah Piala Dunia U-20! Save Our Soccer Coordinator: Indonesia Bisa Tiru Qatar https://t.co/wAJSwbKcu1 via,0.5411,Positif
"Memang tidak ada FIFA tapi Piala Dunia U-20 adalah perayaan FIFA, FIFA adalah organisasi besar, kita sebagai tuan rumah Piala Dunia dan sebagai anggota FIFA juga harus patuh, selain itu kenapa konser tidak boleh lebih besar juga ?",0.0,Netral
"Sejak ditunjuk FIFA menjadi tuan rumah Piala Dunia 2022 pada 2010, Qatar tak hanya menyiapkan infrastruktur, tapi juga kemajuan sepak bolanya. Indonesia sebagai tuan rumah Piala Dunia U-20 2023 harus belajar. #Olahraga #AdadiKompas

https://t.co/hkkKEmpv5M",0.5215,Positif
"Sejak ditunjuk FIFA menjadi tuan rumah Piala Dunia 2022 pada 2010, Qatar tak hanya menyiapkan infrastruktur, tapi juga kemajuan sepak bolanya. Indonesia sebagai tuan rumah Piala Dunia U-20 2023 harus belajar. #Olahraga #AdadiKompas
https://t.co/hWLVFaRUQD",0.5215,Positif
"Jadi Tuan Rumah Piala Dunia U-20, Stadion GBK Tak Masuk Daftar Renovasi Kementerian Anak Anjinghttps://t.co/b6N8dTvfsz",0.0,Netral
"Jadi Tuan Rumah Piala Dunia U-20, Stadion GBK Tak Masuk Daftar Renovasi Kementerian Anak Anjinghttps://t.co/b6N8dTd6er",0.0,Netral
"Jadi Tuan Rumah Piala Dunia U-20, Stadion GBK Tak Masuk Daftar Renovasi Kementerian PUPR. #pialadunia #gbk

https://t.co/NdnG7aaTXe",0.0,Netral
"Nanti kalau ada event dari luar negeri, seperti pembawa acara piala dunia U-20, konser blackpink, konser Justin Bieber, jangan seperti ini lagi ya. Sedih rasanya mengetahui negara kita dipandang tidak bermoral oleh negara asing.
Jadi tolong benar-benar diperhatikan 🙏",-0.6457,Negatif
"beda kelas, siapa yang serius nonton piala dunia U-20? Saya yakin mayoritas orang Indonesia berpartisipasi di Piala Dunia di usia muda ketika mereka menjadi tuan rumah",0.1531,Positif
Mengapa ini bisa digunakan untuk menjadi tuan rumah Piala Dunia U-20?,0.0,Netral
"Isagi mengaku berjuang untuk masuk ke Piala Dunia U-20 untuk timnas Jepang. Setting/tuan rumah piala dunia menurut kalian di Indonesia juga tahun depan nggak 😂😂

#BlueLock #BlueLockEp1 https://t.co/qXW6v9J82r",0.7885,Positif
"Tahun 2023, Indonesia akan menjadi tuan rumah Piala Dunia U-20. Menarik untuk disimak, apakah Indonesia akan mengikuti Qatar yang melarang atribut LGBT, atau menyerah pada penyelenggaraan event internasional?",0.4019,Positif
Semoga nasib tuan rumah Piala Dunia U-20 2023 lebih baik.,0.6808,Positif
"Akankah piala dunia U-20 2023, Indonesia sebagai tuan rumah, melarang pelangi di ban kapten tim? https://t.co/0qLHhEYuTf",-0.5574,Negatif
"Pembukaan piala dunia U-20 di Indonesia sebagai tuan rumah yang baik juga model yang berbeda
Cc",0.4404,Positif
"Apakah Qatar tegas? Wkwkwk kok jadi contoh negara jorok gitu?
Indonesia bisa lebih baik.
Buktinya banyak komentar di sini.
Dan tunggu realisasinya nanti di stadion saat menjadi tuan rumah piala dunia U-20. Senang",0.6199,Positif
"Jadi Tuan Rumah Piala Dunia U-20 2022, Indonesia Masih Menunggu Kepastian Gelar Opening Ceremony di Tiga Stadion Ini https://t.co/P4WZcPo4dq",0.25,Positif
"Jadi Tuan Rumah Piala Dunia U-20 2022, Indonesia Masih Menunggu Kepastian Gelar Opening Ceremony di Tiga Stadion Ini https://t.co/RiKmDGO4wH",0.25,Positif
"Semoga Indonesia mengikuti cara Qatar saat menjadi tuan rumah Piala Dunia U-20 2023, aamiin...",0.4019,Positif
Itu rahasia umum baginya. Mulai dari beli klub Eropa hingga negosiasi fifa agar Indonesia tetap menjadi tuan rumah Piala Dunia U-20 meski kemarin terjadi pelanggaran HAM berat 🙈🙊,-0.5719,Negatif
"Tahun depan, akan menjadi tuan rumah piala dunia U-20",0.0,Netral
Indonesia seharusnya menjadi tuan rumah pildun 2022😎 namun terjadi tragedi saat itu dan FIFA melarang Indonesia tampil di semua kompetisi resmi FIFA sehingga dipindahkan ke Qatar😏 dan akibat hukuman tersebut nanti pada tahun 2023 Indonesia menjadi tuan rumah Piala Dunia U-20 😎,-0.8779,Negatif
"Apakah akan terjadi deja vu di piala dunia U-20?
Di mana tuan rumah akan mengotak-atik? Berharap itu tidak terjadi.",0.504,Positif
"Qatar, meskipun di ayam Ekuador, mereka adalah juara Piala Asia, uji coba di Copa America & Piala Emas Amerika Utara.

Seru banget, tahun depan kita jadi tuan rumah Piala Dunia U-20",0.7591,Positif
Laga Qatar menjadi cerminan Indonesia tahun depan yang juga akan menjadi tuan rumah Piala Dunia U-20 2023.,0.0,Netral
"Qatar yang menjuarai Piala Asia dan menjadi tuan rumah menjadi tumpuan Ekuador di Piala Dunia, apalagi Indonesia yang berjuang di Piala AFF kan, Piala Dunia U-20 sudah dekat sekalipun. 🥲",0.2263,Positif
"Qatar yang menjuarai Piala Asia dan menjadi tuan rumah menjadi tumpuan Ekuador di Piala Dunia, apalagi Indonesia yang berjuang di Piala AFF kan, Piala Dunia U-20 sudah dekat sekalipun. 🥲",0.2263,Positif
Gue wedine iki jadi sama Indo pas jadi tuan rumah piala dunia U-20 hmm,0.0,Netral
"PIALA Dunia U-20 2023, Siap Digelar! Indonesia Akan Menjadi Tuan Rumah Tempat Acara Kelas Dunia..

#DuniaU20 #Piala Dunia #Indonesia https://t.co/TNwzin3QEA",0.4199,Positif
"Berkaca pada Piala Dunia Qatar 2022, Menpora Sebut Indonesia Siap Jadi Tuan Rumah FIFA U-20 World Cup 2023 https://t.co/3yA8L12EB5",0.3612,Positif
"Akankah Indonesia Masuk Piala Dunia 2022? Sayangnya Tidak, Tapi Akan Menjadi Tuan Rumah Piala Dunia U-20 2023

#Dunia2022 #PialaDunia #Qatar #Indonesia #DuniaU20 https://t.co/XPVv5ZBUgq",-0.1779,Negatif
"Menurut Menkeu, kehadiran Presiden IOC dan Presiden FIFA bertujuan untuk memperkuat sinergi dengan Indonesia yang akan menjadi tuan rumah.
Piala Dunia U-20 FIFA.

#BangkitBersamaET https://t.co/9HkNrAFhD9",0.3182,Positif
"Wapres Ma'ruf Amin berharap perhelatan Piala Dunia 2022 di Qatar dapat menginspirasi Indonesia menjadi tuan rumah yang baik sekaligus berprestasi di Piala Dunia U-20 2023.
https://t.co/6l8nzZ9BnW",0.926,Positif
"Wapres berharap Piala Dunia 2022 di Qatar dapat memberikan inspirasi bagi Indonesia. Pasalnya, Indonesia akan menjadi tuan rumah Piala Dunia U-20 pada 2023

#MedcomID

https://t.co/mcaRMEGF07 https://t.co/TFYNO3ofnk",0.7351,Positif
"Idealnya begitu. Masalah dengan klub juga sama. Ini adalah sesuatu yang telah lama kami teriakkan. Bahkan tidak masalah, dan sekarang kami bangga menjadi tuan rumah Piala Dunia U-20 dengan kondisi sistem perkembangan anak usia dini kami yang buruk. Pokok menjadi tuan rumah acara kelas dunia.",-0.0961,Negatif
"Menteri BUMN Erick Thohir Bersama Presiden FIFA Gianni Infantino tiba di Bali untuk menghadiri KTT G20.
Sukseskan Indonesia menjadi tuan rumah Piala Dunia U-20 2023.
.
.
Indonesia Pasti Bisa...!

 
#BangkitBersamaET https://t.co/zo5S2j2G4v",0.6239,Positif
"Kehadiran Presiden FIFA Gianni Infantino di KTT G20 bertujuan untuk memperkuat sinergi dengan Indonesia yang akan menjadi tuan rumah kejuaraan tingkat dunia plus Indonesia akan menjadi tuan rumah FIFA U-20 World Cup

#BangkitBersamaET https://t.co/xW1ivqA5Pb",0.6369,Positif
"Menteri BUMN menyatakan, kehadiran Presiden FIFA Gianni Infantino di KTT G20 bertujuan untuk memperkuat sinergi dengan Indonesia yang akan menjadi tuan rumah kejuaraan tingkat dunia, apalagi sebentar lagi Indonesia akan menjadi tuan rumah FIFA World Cup U-20
#BangkitBersamaET https://t.co/GDMN1NUyzE",0.6369,Positif
"Menteri BUMN Erick Thohir bertemu Presiden FIFA Gianni Infantino di Bali dalam rangka KTT G20. Dalam kesempatan pertemuan itu dibahas persiapan Indonesia menjadi tuan rumah Piala Dunia U-20 pada 2023.

 
#BangkitBersamaET https://t.co/s1a5k3Ct4T",0.0,Netral
"Pesepakbola Indonesia menginginkan sosok yang menjadi ketua umum PSSI. Hal itu berkat keberhasilan Erick Thohir melobi FIFA yang membuat Indonesia terhindar dari sanksi FIFA dan tetap menjadi tuan rumah Piala Dunia U-20 2023.
#BangkitBersamaET https://t.co/hSn2ZTYpBU",0.6597,Positif
"Erick Thohir succeeded in getting FIFA's commitment to help agree on football in the homeland, Indonesia also avoided sanctions and continued to host the 2023 U-20 World Cup.
#indonesiamaju #bumnuntuknegeri #bumnuntukindonesia #erickthohir #kerjanyata #BangkitBersamaET #FIFAWorldCup https://t.co/9Q36fjEIH7",0.802,Positif
"Tuan Rumah Piala Dunia U-20, DP Minta Indonesia Belajar dari Bencana di Kanjuruhan https://t.co/4DHkUB1mj3
#pialaduniau20 #DP #kanjuruhan",-0.6249,Negatif
"DPRI: Piala Dunia U-20 Tak Hanya Sukses Jadi Tuan Rumah, Tapi Administrasi dan Ekonomi https://t.co/qRpWoFPjIe
#Piala Dunia",-0.2584,Negatif
"Erick Thohir succeeded in getting FIFA's commitment to help agree on football in the homeland, Indonesia also avoided sanctions and continued to host the 2023 U-20 World Cup.
#indonesiamaju #bumnuntuknegeri #bumnuntukindonesia #bumn #erickthohir #kerjanyata #BangkitBersamaET #FIFAWorldCup https://t.co/00BAsKXJJY",0.802,Positif
"DPRI: Piala Dunia U-20 Tak Hanya Sukses Jadi Tuan Rumah, Tapi Administrasi dan Ekonomi https://t.co/b2WhqHtmR",-0.2584,Negatif
"Tuan Rumah Piala Dunia U-20, DP Minta Indonesia Belajar dari Bencana di Kanjuruhan https://t.co/MPUpTHIOka",-0.6249,Negatif
"Slovakia U-20 menganggap Indonesia sebagai salah satu favorit di Piala Dunia U-20 2023 karena berstatus tuan rumah 👀

#Timnas Indonesia #Megastar

https://t.co/PPDE2IHDH6",0.4215,Positif
"Indonesia Tuan Rumah Piala Dunia U-20 2023, Persiapan Harus Maksimal https://t.co/e7mQLLYKt2",0.0,Netral
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20. https://t.co/e2WNaMfAcA",0.6808,Positif
Kami yakin PSSI akan terus mengawal tim Satgas sesuai tugas dan tanggung jawab masing-masing. Padahal posisi PSSI saat ini sedang dalam tekanan untuk memproses KLB dan mempersiapkan Piala Dunia U-20 sebagai tuan rumah.,0.4404,Positif
"Tahukah kamu Ratu Tisha?.. dia adalah seorang suporter bola yang akhirnya menjadi manager di liga indonesia, menjadi sekjen pssi, berhasil mendatangkan shin tae yong dan berhasil menjadikan indonesia tuan rumah piala dunia u-20 . Sekarang wakil presiden AFF",0.7845,Positif
"Oh ya, tahun 2023 Indonesia juga akan menjadi tuan rumah piala dunia U-20, dan Israel lolos, akan banyak lagi isu.",0.4019,Positif
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20.

#KawalJokowi https://t.co/Dk2iVPwkde",0.6808,Positif
"Komnas HAM lebih tahu sepak bola daripada FIFA. Selama ini sepak bola di Indonesia sudah dianggap pantas, makanya ditunjuk sebagai tuan rumah Piala Dunia U-20.

#FOMO https://t.co/3AokNxQ6T9",0.0,Netral
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20.
#indonesiamaju #jokowi https://t.co/oaiDtHM0Ot",0.6808,Positif
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20.
#indonesiamaju #jokowi https://t.co/zXTV0GSBnF",0.6808,Positif
"Ditanya Presiden Jokowi Soal Kesiapan Indonesia Menjadi Tuan Rumah Piala Dunia U-20 2023, Ini Kata Menpora https://t.co/cW2lYqcOTC",0.25,Positif
"Terakhir, Menpora juga melaporkan kepada Presiden Jokowi terkait kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20. Menurut Menpora, Presiden Jokowi ingin memastikan kesiapan venue yang akan digunakan di Piala Dunia U-20. https://t.co/tNWqCj330I",0.6808,Positif
"Apa sih, Asian Games berjalan lancar. Bahkan bagus. Reaksinya positif. Itu bisa menjadi pertimbangan FIFA untuk menjadi tuan rumah Piala Dunia U-20",0.7579,Positif
"Karena Indonesia menjadi tuan rumah Piala Dunia U-20, saya tidak ingin stadion dulu dipertahankan",-0.0572,Negatif
