Kasifikasi,Tweet,Username,Label,,Datetime,,,Tweet Id
2,"#BREAKINGNEWS

FIFA: Indonesia resmi batal menjadi tuan rumah Piala Dunia U-20.

Tuan rumah pengganti akan diumumkan kemudian. https://t.co/5GMKHqQVVF",news_delik,NETRAL,,2023-03-29 15:17:59+00:00,,,1641097375371649026
1,Indonesia batal jd tuan rumah FIFA u-20 2023. HAHAHAHAHAHA https://t.co/sygGNhbjsa,rayaqan,NEGATIF,,2023-03-29 15:17:32+00:00,,,1641097263811547137
2,"Indonesia resmi batal jadi tuan rumah Piala Dunia U-20.

Melalui laman resminya, FIFA menjelaskan keputusan diambil setelah Ketum PSSI, Erick Thohir, bertemu dengan Presiden FIFA, Gianni Infantino.

FIFA juga tak menutup kemungkinan ada sanksi bagi Indonesia di masa mendatang. https://t.co/c4By5X7HuR",panditfootball,NETRAL,,2023-03-29 15:16:30+00:00,,,1641097005765365766
1,"Indonesia batal jadi tuan rumah Piala Dunia U-20. (Sebagian orang) Indonesia menolak Israel, Indonesia ditolak FIFA. https://t.co/ueWSCjJQDx",bangcaesar,NEGATIF,,2023-03-29 15:16:18+00:00,,,1641096954838147072
1,"FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023
?@ganjarpranowo? ?@wayan_koster? ?@PDI_Perjuangan?, kalian puas???!!

https://t.co/HeHsLxWf3M",danielht2009,NEGATIF,,2023-03-29 15:15:43+00:00,,,1641096805026004992
2,Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI! https://t.co/cIGSPlA7zg,detikcom,NETRAL,,2023-03-29 15:15:16+00:00,,,1641096692018626563
2,Indonesia dipastikan batal menjadi tuan rumah Piala Dunia U-20 2023. Keputusan tersebut diambil usai pertemuan FIFA dengan PSSI! https://t.co/13PBhkpaIJ,detiksport,NETRAL,,2023-03-29 15:15:15+00:00,,,1641096691188215810
2,FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/h23zRmBC7I,AlbertSolo2,NETRAL,,2023-03-29 15:13:51+00:00,,,1641096335482040320
2,"BREAKING 

Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023! 

FIFA akan segera menunjuk tuan rumah baru sebagai pengganti Indonesia.

via: rilis resmi FIFA",fantasista_id,NETRAL,,2023-03-29 15:13:14+00:00,,,1641096183203659777
2,FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/syudrvcSNc,CNNIndonesia,NETRAL,,2023-03-29 15:12:43+00:00,,,1641096052999856128
1,"????????????????!!! Piala Dunia U-20 2023 telah resmi batal diadakan di Indonesia!

FIFA telah mengumumkan lewat website mereka, FIFA telah menghapus Indonesia sebagai tuan rumah.

Saaaaaaaaat https://t.co/uPbzaeeJMp",streamingdino,NEGATIF,,2023-03-29 15:12:12+00:00,,,1641095922900926466
3,"BREAKING NEWS!

INDONESIA BATAL JADI TUAN RUMAH FIFA WORLDCUP U-20 2023

Mantau kasus ini, bener bener ruwet. Keputusan ini jelas berat bagi Indonesia.

Semoga tidak ada sanksi berat untuk sepakbola Indonesia.

Komentar mu reds? https://t.co/dBmIW1uUfB",Anfieldmart,POSITIF,,2023-03-29 15:12:04+00:00,,,1641095887752675330
1,@ganjarpranowo FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/E6WuAhWMsm,FindingNemo1908,NEGATIF,,2023-03-29 15:12:02+00:00,,,1641095880077115392
1,ANJIR NANGIS KEJER INI MAH FIFA WORLD CUP U-20 BATAL BYEE ANJIRRRRR,peanutbttr_10,NEGATIF,,2023-03-29 15:10:39+00:00,,,1641095533602430981
2,"#BREAKINGNEWS

FIFA: Indonesia resmi batal menjadi tuan rumah Piala Dunia U-20.

Tuan rumah pengganti akan diumumkan kemudian. https://t.co/aB56BR5vsR",NarasiNewsroom,NETRAL,,2023-03-29 15:09:50+00:00,,,1641095325397168128
2,"BREAKING NEWS!

FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023
https://t.co/frh0kJQpMZ",putrategar2709,NETRAL,,2023-03-29 15:09:32+00:00,,,1641095251388682241
2,FIFA resmi umumkan bahwa Indonesia batal menjadi tuan rumah FIFA U-20 World Cup Indonesia 2023.,UpdateBolabola,NETRAL,,2023-03-29 15:09:20+00:00,,,1641095199744233472
1,"#BREAKINGNEWS 
FIFA: Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023
https://t.co/rqN3VcmKdK",CNNIndonesia,NEGATIF,,2023-03-29 15:08:27+00:00,,,1641094979773960193
1,"??????

????????????????: Piala Dunia U-20 2023 telah resmi batal diadakan di Indonesia!

FIFA telah mengumumkan lewat website mereka, FIFA telah menghapus Indonesia sebagai tuan rumah.

Pamit undur diri ???? https://t.co/vhJ7muoork",FaktaSepakbola,NEGATIF,,2023-03-29 15:07:18+00:00,,,1641094689431633922
1,"FIFA removes Indonesia as host of FIFA U-20 World Cup 2023™ 

RESMI. Indonesia batal jadi tuan rumah. ???????? https://t.co/a7gQsKuRoo",SupirPete2,NEGATIF,,2023-03-29 15:06:01+00:00,,,1641094367653019648
1,"[BREAKING]

FIFA telah memutuskan bahwa gelaran Piala Dunia U-20 batal diselenggarakan di Indonesia. 

Selain itu, FIFA juga memberikan sanksi ke Indonesia, salah satunya adalah mengeluarkan Indonesia dari keanggotaan FIFA.

[Trust Me Bro]",sonoffabrizio,NEGATIF,,2023-03-29 15:05:22+00:00,,,1641094201285963778
1,"Breaking News!
Arya Sinulingga : Situasi berat, kemungkinan kita dikicilkan dari Sepakbola Dunia
Fyi : Arya Sinulingga ini staff khusus Ketum PSSI Erick Tohir.
Bau Bau nya emang Piala Dunia U-20 batal digelar di Indonesia, Karena lagunya aja udah dihapus dari WEB FIFA. https://t.co/z2orLpQijH",Thitipan_Mafia,NEGATIF,,2023-03-29 14:49:55+00:00,,,1641090313459740672
1,Akhirnya Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20? #FIFA #PSSI  https://t.co/uAeJOjPNMc,NetworkMalang,NEGATIF,,2023-03-29 13:56:01+00:00,,,1641076748728279044
1,"@SalehAlhabsyi10 Nah itulah. Kok bisa pelanggaran FIFA ttg penggunaan gas bomb, tidak diberi sanksi pdhal korban jiwa 135 org?
U 20 gak harus batal selenggara, melainkan Tolak kedatangan TimNas Israhell aja, kan.
Ya mmg hrs ditolak masuk ke Indo demi Konstitusi…",MariaAlcaff,NEGATIF,,2023-03-29 12:32:23+00:00,,,1641055703640178690
1,"FIFA Hapus Lagu Resmi Piala Dunia U-20 2023 Karya Musisi Indonesia, FIX BATAL NIH? 
https://t.co/F9MCEc82ft",adawartacom,NEGATIF,,2023-03-29 10:48:00+00:00,,,1641029432600035329
3,"Pengundian babak grup Piala Dunia FIFA U-20 teracam batal terlaksana di Indonesia, pemerintah pun coba cari cara agar pertandingannya tetap dapat berjalan. #Redaksi https://t.co/RgN50yOa6x",TRANS7,POSITIF,,2023-03-29 09:04:58+00:00,,,1641003506407469056
1,"banyak waktu dan biaya yang dihabiskan dalam persiapan menyambut ajang dua tahunan ini, Indonesia akan menanggung rugi yang begitu besar jika  Piala Dunia U-20 batal

@erickthohir

Erick Thohir Ke FIFA
Kita Doakan Erick https://t.co/mdjBV4qCZt",KetiNurmayanti,NEGATIF,,2023-03-29 07:55:01+00:00,,,1640985900178890753
3,"Ketum PSSI Erick Thohir minta doa Piala Dunia U-20 tidak batal.

@erickthohir

Erick Thohir Ke FIFA
Kita Doakan Erick https://t.co/VZRldkXVDW",HeosokLee,POSITIF,,2023-03-29 07:55:01+00:00,,,1640985899763908610
3,Banyak berita gak jelas mengatakan Indonesia batal jd tuan rumah piala dunia U-20. Padhal yg batal itu baru drawing di Bali. Solusi terkait timnas Israel ini masih dicari jalan tengahnya. Itu lah mengapa Presiden @jokowi minta @erickthohir temui FIFA. #PrayAndHope ?? https://t.co/SIcePTe02J,yusuf_dumdum,POSITIF,,2023-03-29 07:48:31+00:00,,,1640984265658892290
1,"Sebab jika Piala Dunia U-20 batal digelar di Indonesia pasti sektor pariwisata akan terdampak karena event olahraga besar seperti Piala Dunia biasanya mendatangkan wisatawan dalam jumlah banyak.

#sandiagauno #sandiuno #fifa #pssi #pialadunia #pildunu20 #infobola #turunminum",turunminum_id,NEGATIF,,2023-03-29 07:27:13+00:00,,,1640978905011200001
1,"Status tuan rumah Indonesia di Piala Dunia U-20 2023 terancam digantikan oleh negara lain menyusul dibatalkannya drawing Piala Dunia U-20 tahun ini oleh FIFA.

Seandainya batal digelar di Indonesia, FIFA harus segera menentukan tuan rumah Piala Dunia U-20 2023. https://t.co/Cd7wcwW7WB",TrijayafmSby,NEGATIF,,2023-03-29 06:08:18+00:00,,,1640959044667207681
3,"Plt Menpora Sebut Piala Dunia U-20 2023 Bukan Skala Prioritas, Indonesia Tidak akan Kiamat Jika Batal - Riaunews https://t.co/qNNPnMsWCm 
FIFA - Peru - PSSI",RiauNewsCom,POSITIF,,2023-03-29 06:03:09+00:00,,,1640957750330138624
3,"Banyak Sanksi Yang Menghantui Indonesia Jika Batal Gelar Piala Dunia U-20, Pengamat: Semoga Ketum PSSI Bisa Meloby FIFA https://t.co/R9d7d0Ynw6",buddykuofficial,POSITIF,,2023-03-29 05:23:10+00:00,,,1640947687473266688
3,"Kepergian Erick Thohir utk melobi FIFA pasca terancam batal menjadi tuan rumah Piala Dunia U-20 2023 terkait penolakan thdp kehadiran timnas Israel, maka hal itu akan menghancurkan mimpi anak² bangsa

Doa dari anak² negeri utk @erickthohir membawa hasil terbaik ??

#PrayAndHope https://t.co/Vyxo4Q6EqZ",chaterine_8,POSITIF,,2023-03-29 04:19:50+00:00,,,1640931747188850688
1,"Terancam Tak Bisa Gelar Event Internasional, Ini Fakta-Fakta Hukuman Berat buat PSSI jika Batal Gelar Piala Dunia FIFA U-20 https://t.co/MSjdAyniHf",tvOneNews,NEGATIF,,2023-03-29 04:01:36+00:00,,,1640927159257808898
1,"Setidaknya ada 10 sanksi yang menanti. Salah satunya adalah Indonesia berpotensi batal jadi tuan rumah Piala Dunia U-20 2023.

Jika akhirnya batal digelar di Indonesia, di manakah FIFA akan memutuskan menggelar ajang Piala Dunia U-20 2023?",TrijayafmSby,NEGATIF,,2023-03-29 03:36:34+00:00,,,1640920859144781825
3,mending piala dunia U-20 batal dan indonesia di banned fifa daripada @otongkoil menghilang dari TL,iyon_iYonn,POSITIF,,2023-03-29 03:33:03+00:00,,,1640919975383957504
3,"Banyak Sanksi Yang Menghantui Indonesia Jika Batal Gelar Piala Dunia U-20, Pengamat: Semoga Ketum PSSI Bisa Meloby FIFA https://t.co/VLQlDGRssV #ErickThohir #FadlyIdris #FIFA #PialaDuniaU-20",fajaronline,POSITIF,,2023-03-29 03:32:52+00:00,,,1640919927497584641
2,"ERICKTHOHIRNEWS|  Ribut-ribut Piala Dunia U-20 Batal, Jokowi Utus Erick Thohir Temui FIFA - Kabar24 https://t.co/wNWtRx3ulA | BangkitBersamaET",ET_Monitor,NETRAL,,2023-03-29 03:17:08+00:00,,,1640915967978115072
2,"Drawing Piala Dunia U-20 Batal, FIFA Tunjuk Peru Jadi Tuan Rumah? Begini Kata Exco PSSI Arya https://t.co/IomkBjZFec",kompasiana,NETRAL,,2023-03-29 02:29:04+00:00,,,1640903872146477056
3,"Ribut soal Piala Dunia U-20 Batal, Jokowi Utus Erick Thohir Temui FIFA https://t.co/y8tYm6UMBE #beritajogja #jogja #jogjaistimewa https://t.co/Fbg9K6vH8J",Harian_Jogja,POSITIF,,2023-03-29 01:48:34+00:00,,,1640893681027928064
2,"Drawing Piala Dunia U-20 Batal Digelar, Inspeksi Stadion Dilakukan FIFA Jalan Terus

https://t.co/Xx1YzysKQT",disway_id,NETRAL,,2023-03-29 00:40:00+00:00,,,1640876424750874625
2,"Drawing Piala Dunia U-20 Batal, FIFA Tetap Inspeksi Stadion Calon Tuan Rumah https://t.co/WAJrH0GwS3",TitiknolId,NETRAL,,2023-03-28 23:22:03+00:00,,,1640856810809868288
1,"Mari kita lihat saja, Apakah jadi piala dunia u-20 di Indonesia. Apa batal dan Indonesia dibaned oleh FIFA.",MrDchol,NEGATIF,,2023-03-28 22:21:13+00:00,,,1640841497447915520
2,"Ketum PSSI Erick Thohir akan terbang menemui ke Doha, Qatar, Rabu (29/3/2023) dini hari untuk menemui FIFA. Pertemuan dilakukan agar Piala Dunia U-20 tak batal.
https://t.co/rPO7k6CI7P",arminsunardi,NETRAL,,2023-03-28 21:23:34+00:00,,,1640826991598518273
1,@ganjarpranowo @ganjarpranowo  tunggu keputusan FIFA kl indonesia batal jd tuan rumah pildun U 20 sy gak pilih bapak,BintangSwatant2,NEGATIF,,2023-03-28 21:05:14+00:00,,,1640822377578897408
1,"Ketum PSSI Erick Thohir akan terbang menemui ke Doha, Qatar, Rabu (29/3/2023) dini hari untuk menemui FIFA. Pertemuan dilakukan agar Piala Dunia U-20 tidak batal. https://t.co/6Yr7BxRGJT",detiksport,NEGATIF,,2023-03-28 19:20:03+00:00,,,1640795905736560647
1,"Kalo gagal, Pak, saran saya sekalian minta data wasit-wasit yang harusnya bertugas ke FIFA, didata siapa aja yang jualan kembang tahu imbas Piala Dunia U-20 batal di Indonesia. 

Sama-sama, Pak",wandasyafii,NEGATIF,,2023-03-28 19:08:19+00:00,,,1640792954762838016
1,@Ojoklalenya Ya...kalo sampai batal perhelatan piala dunia U-20 di Indonesia dan akhirnya Indonesia di hukum FIFA... Ngapain juga milih partai dan orang yg nyangkut nyangkutin politik dan olah raga...,APeranakan,NEGATIF,,2023-03-28 17:08:38+00:00,,,1640762833251229696
1,9 Sanksi FIFA untuk Indonesia Bila Piala Dunia U-20 Batal Digelar https://t.co/oLDDYj3Vca #Olahraga #BeritaBaruJatim #BeritaJatim #Beritabaruco https://t.co/aLoNmkyoeZ,Beritabaruco,NEGATIF,,2023-03-28 16:26:03+00:00,,,1640752118910038017
3,"Ketum PSSI Erick Thohir akan menemui FIFA di Doha, Qatar, Rabu (29/3/2023) dinihari, WIB. Ia minta doa Piala Dunia U-20 2023 tidak batal. https://t.co/XGvdcag2BJ",detikcom,POSITIF,,2023-03-28 15:46:59+00:00,,,1640742288455356424
3,"@idextratime Pak ET bertemu media selepas pertandingan tadi. Keputusan terkait batal atau tidaknya World Cup U-20 disampaikan sehabis bertemu FIFA di Swiss siang besok. Semoga pulang ke Tanah Air membawa hasil yg baik yah, karena Presiden sendiri sudah beri lampu hijau ??",firmanz_elreal,POSITIF,,2023-03-28 15:41:01+00:00,,,1640740784403255296
3,Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023? Muhadjir Effendy: PSSI Masih Nego dengan FIFA https://t.co/yeo2jEdZfj,KompasTV,POSITIF,,2023-03-28 15:40:04+00:00,,,1640740545193705472
2,"Ketum PSSI Erick Thohir akan menemui FIFA di Doha, Qatar, Rabu (29/3/2023) dinihari, WIB. Ia minta doa Piala Dunia U-20 2023 tidak batal. https://t.co/fUWlkfoXYg",detiksport,NETRAL,,2023-03-28 15:35:39+00:00,,,1640739436836147201
3,"..https://t.co/s575kKZ2r9

Ketum PSSI Erick Thohir akan menemui FIFA di Doha, Qatar, Rabu (29/3/2023) dinihari, WIB. Ia minta doa Piala Dunia U-20 2023 tidak batal.",nabielnow,POSITIF,,2023-03-28 15:18:52+00:00,,,1640735211578171399
1,"FIFA Tunjuk Peru sebagai Tuan Rumah, Indonesia Batal Menjadi Tuan Rumah Piala Dunia U-20? https://t.co/IH2FlVNZk2",medianekita,NEGATIF,,2023-03-28 15:00:46+00:00,,,1640730655800832002
1,"Indonesia Batal Jadi Tuan Rumah, Lagu Resmi Piala Dunia U 20 'Glorious' Hilang dari Laman FIFA https://t.co/O3BmBGfSl7",medianekita,NEGATIF,,2023-03-28 14:14:16+00:00,,,1640718954909032450
1,"Pelaku Pariwisata Bali mengelak berkomentar menyusul informasi batalnya drawing Piala Dunia U-20 FIFA, dan terancam batal Indonesia jadi tuan rumah penyelenggaraan event sepakbola dunia tersebut.
 https://t.co/KyHTglysEX",nusabalicom,NEGATIF,,2023-03-28 14:09:24+00:00,,,1640717731543777283
1,"Pakar olahraga menjelaskan Indonesia tidak hanya terancam menerima sanksi dari FIFA jika batal jadi tuan rumah Piala Dunia U-20, ini penjelasannya: https://t.co/zq0ws84XXj https://t.co/MtKKRFp8X9",abcaustralia_id,NEGATIF,,2023-03-28 14:00:33+00:00,,,1640715502501900291
3,"@FaktaSepakbola kemaren saya baca sebuat twet
bahwa ini nanti akan gonjang ganjing pembatalan pildun u-20 trus Fifa menyatakan batal lalu ada pahlawan keluar yang merampungkan semua masalah

saya kira cuma narasi

ternyata ??

Gila memang Negaraku",segotumpang5,POSITIF,,2023-03-28 13:41:30+00:00,,,1640710709024784391
3,"Kadis PUPR Sumsel berharap meski Indonesia batal menjadi tuan rumah Piala Dunia U-20, masyarakat Sumsel harus bangga karena stadion Gelora Sriwijaya sudah berstandar FIFA. #publisherstory #urbanid https://t.co/6MrS5Qskqm",kumparan,POSITIF,,2023-03-28 13:32:08+00:00,,,1640708350710255617
2,"Bila Piala Dunia U-20 benar-benar batal terselenggara di Indonesia, Indonesia pastinya akan mendapatkan sanksi dari FIFA. Ada sembilan sanksi yang mengancam sepakbola Indonesia. Apa saja? (ist)
#FIFA #PialaDuniaU20HarusSukses

https://t.co/tdunShQ3u9",tribunnews,NETRAL,,2023-03-28 13:29:01+00:00,,,1640707568623570947
1,"@panjiraden Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Ande_prtama,NEGATIF,,2023-03-28 13:09:33+00:00,,,1640702667025678339
1,"@gibran_tweet Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Ande_prtama,NEGATIF,,2023-03-28 13:07:46+00:00,,,1640702217434058752
1,"@idextratime Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Ande_prtama,NEGATIF,,2023-03-28 13:07:26+00:00,,,1640702135036948480
2,"Meski Batal Drawing, FIFA Tetap Inspeksi Calon Stadion Piala Dunia U-20 https://t.co/PAMvA96YUD",seputarpapuaCOM,NETRAL,,2023-03-28 13:04:12+00:00,,,1640701322767876098
1,"Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",Ande_prtama,NEGATIF,,2023-03-28 13:02:09+00:00,,,1640700805320933376
1,"Drawing Piala Dunia U-20 2023 batal, FIFA tetap gelar inspeksi ke Stadion Dipta di Bali!
https://t.co/KvgfNgybVt",Bolanet,NEGATIF,,2023-03-28 13:00:02+00:00,,,1640700274678329346
2,"FIFA Hapus Soundtrack Piala Dunia U-20 di Laman Resmi, Tanda Indonesia Batal Tuan Rumah? https://t.co/3X5Me7tM8P",heraldindo,NETRAL,,2023-03-28 12:54:03+00:00,,,1640698765366513665
3,"Berarti isu Indonesia batal jadi tuan rumah itu ga benar. Kita masih pny kesempatan dan semua tergantung lobi pak @erickthohir.
Doa dr teman2 semua semoga ET berhasil.??

Jokowi Utus Erick Thohir Temui FIFA Cari Solusi Piala Dunia U-20.
#BangkitBersamaET 
https://t.co/tMmLxccfOg https://t.co/ajCdCYIhcI",ch_chotimah2,POSITIF,,2023-03-28 12:29:16+00:00,,,1640692531594940416
1,kalo sampe batal gelar fifa u-20 di sini that'd be one big bag fumbling moment indonesia has ever done. gws.,coelture,NEGATIF,,2023-03-28 12:28:15+00:00,,,1640692274957885440
1,"@idextratime Dari pagi tadi Boruto sudah ngomel2 kalo piala dunia sampe batal, dan akhirnya Hokage turun gunung dan tegas menyatakan piala dunia harus jalan terus dengan keikutsertaan israel! Ini artinya lobby sasuke ke Fifa berhasil ! 

Horeee...!! Selamat bertanding timmas u-20 indonesia !",GodzilaTampan,NEGATIF,,2023-03-28 12:15:14+00:00,,,1640688996731977729
1,"FIFA Hapus Soundtrack Piala Dunia U-20 2023 Indonesia di Laman Resmi dan Medsos, Indonesia Batal Jadi Tuan Rumah?

https://t.co/QzieJynXWg",okezonenews,NEGATIF,,2023-03-28 11:40:00+00:00,,,1640680131290181632
1,"acara drawing Piala Dunia U-20 batal diadakan di bali?hal ini merupakan dampak dari peringatan FIFA pada pihak2 yang menolak kehadiran Timnas Israel di Indonesia
#JVB88 #situsjudionlineterpercaya #situsjudislotonlinegacor
#judibola #bandarbola #bandarjudibola #agenjudibolaonline",JVB88IDN,NEGATIF,,2023-03-28 11:39:54+00:00,,,1640680105428271105
1,"Meski drawing batal dan perdebatan soal Israel belum menemukan titik penyelesaian, FIFA tetap memverifikasi 6 stadion yang akan digunakan sebagai venue pada 22-27 Maret 2023, sebagai verifikasi tahap akhir. Jika sesuai rencana, Piala Dunia U-20 akan dimulai pada 20 Mei.

??: PSSI https://t.co/coTTjWYafi",panditfootball,NEGATIF,,2023-03-28 10:05:02+00:00,,,1640656234696314886
1,"DRAWING Piala Dunia U-20 Batal : Sanksi Apa Yang Diberikan Fifa Untuk Indonesia?

https://t.co/yW0aycAK22",firdsss98,NEGATIF,,2023-03-28 10:04:06+00:00,,,1640655999022530560
3,"@adjin_ @Box2BoxBola Ga nyambung, wc u-20 ga ada hubungannya sama kanjuruhan. Kalo emang mau dihukum ya harusnya dari awal kejadian udah dihukum fifa, hukumannya batal jadi host misal, toh nyatanya skrg masih dikasih amanat jadi host",kucingkesemutan,POSITIF,,2023-03-28 09:55:33+00:00,,,1640653845348114433
1,"piala dunia U-20 di Indonesia
ada israel&gt;
ajang politik 2024&gt;
ormas dan tokoh bemunculan&gt;
kemanusiaan palestina&gt;
antara rusia dan palestina&gt;
FIFA&gt;
tercancam batal&gt;
pemain timnas u-20 pendapat&gt;
kanjuruhan&gt;

masih berlanjut...",_marabahaya,NEGATIF,,2023-03-28 09:41:38+00:00,,,1640650343532093440
3,"Piala Dunia U-20 2023 Terancam Batal di Indonesia, Erick Thohir Segera Lobi Pejabat FIFA https://t.co/MWOV1gJ73V #beritajogja #jogja #jogjaistimewa https://t.co/tWo0MO9SlI",Harian_Jogja,POSITIF,,2023-03-28 09:36:07+00:00,,,1640648956953894912
1,"Edufriend mana nih pecinta sepak bola?

Edufriend tau nggak kalau kabarnya Indonesia batal menjadi tuan rumah Piala Dunia U-20 2023, Iho FIFA ternyata baru saja mengirimkan surat cinta ke pemerintah Indonesia. https://t.co/eJEob0R5Up",ERAFMUNJ,NEGATIF,,2023-03-28 09:21:23+00:00,,,1640645247394021376
3,"Kendati begitu, Shin Tae-yong mengaku tetap mempersiapkan Timnas Indonesia U-20 sebaik mungkin. Pasalnya, Piala Dunia U-20 2023 belum tentu batal terlaksana di Indonesia.

#shintaeyong #FIFA #pildunu20 #pialadunia #bola #worldcup #timnasindonesia #pssi #pialaduniau20",turunminum_id,POSITIF,,2023-03-28 09:19:53+00:00,,,1640644871886348288
2,"Indonesia Dikabarkan Batal Jadi Tuan Rumah Piala Dunia U-20, FIFA Menunjuk Peru https://t.co/xEAu7A8hzQ",aepsabdullah,NETRAL,,2023-03-28 09:17:17+00:00,,,1640644218107609088
2,"Gawat! FIFA Hapus Lagu Piala Dunia U-20 2023 di Website Resmi, Fix Batal? https://t.co/nuWlh5v8ir",tvOneNews,NETRAL,,2023-03-28 09:14:05+00:00,,,1640643410486001666
2,"FIFA Batal Drawing Piala Dunia U-20 di Indonesia, Shin Tae-Yong Pusing : Saya Sudah Kerja Keras untuk Piala Dunia Sejak 2020 !

https://t.co/Zh1TzNxXYl",disway_id,NETRAL,,2023-03-28 09:10:00+00:00,,,1640642382466088960
3,"Gibran Sebut Kota Solo Siap Menjadi Lokasi Drawing Piala Dunia U-20 2023, Jika Batal Digelar di Bali

#fifaworldcupu20 #FIFAWorldCup #FIFA
#Solo #kotasolo #GFvip #incorvassi #BBTaitans
#RamCharan #PakvsAfg
 https://t.co/rlFSnDYjTW",arpratiwii,POSITIF,,2023-03-28 08:45:37+00:00,,,1640636245138374656
1,"PSSI menyebut suporter sepak bola di dunia maya memiliki sejumlah ketakutan jika Indonesia batal menggelar Piala Dunia U-20 2023 pada 20 Mei - 11 Juni mendatang.

Pembatalan drawing Piala Dunia U-20 2023 oleh FIFA terjadi karena Gubernur Bali I Wayan Koster menolak Israel.",qultype,NEGATIF,,2023-03-28 08:38:16+00:00,,,1640634396545011712
1,"@Noptessa2 @ainurohman Bukan bung, pak Erick ke Fifa buat ngelobi FIFA supaya tidak menjatuhkan sanksi kpd Indonesia, kalo pildun u-20 ma ud kelar...Indonesia BATAL jadi tuan rumah !!!!",kfj_Milan,NEGATIF,,2023-03-28 08:33:41+00:00,,,1640633243589558273
1,"@yourbae Lagu Resmi Piala Dunia U-20 Hilang dari Situs FIFA, kode batal di Indonesia? https://t.co/vn0eZctZJm",SINDOnews,NEGATIF,,2023-03-28 08:26:11+00:00,,,1640631356374896642
1,Sembilan Dampak Indonesia Batal Jadi Tuan Rumah Piala Dunia FIFA U-20 https://t.co/x2wkjJmYKy,kabapedia,NEGATIF,,2023-03-28 08:24:49+00:00,,,1640631011930439681
2,"Drawing Batal, FIFA tetap inspeksi stadion venue Piala Dunia U-20 https://t.co/VGrbSFOYrO",kabapedia,NETRAL,,2023-03-28 08:23:09+00:00,,,1640630591317221376
1,"@memefess Pas kanjuruhan gua setuju indo harusnya kena sanksi berat, cuma utk wc u-20 ngga gitu, toh nyatanya masih dikasih amanat fifa jadi host. Kalopun sampe batal juga ga bikin kanjuruhan jadi jelas, orang tsknya aja udah bebas ?? ga ada hubungannya juga u-20 sama kanjuruhan",kucingkesemutan,NEGATIF,,2023-03-28 08:17:13+00:00,,,1640629098535075840
1,"Indonesia Terancam Batal Jadi Tuan Rumah, FIFA Hapus Treaser Soundtrack Piala Dunia U-20 https://t.co/6Gc9k9AKbH",PRDepok,NEGATIF,,2023-03-28 07:41:04+00:00,,,1640620004306722820
2,"@KompasTV @erickthohir Erick Thohir ke Zurich bukan utk menegosiasikan masalah tuan rumah pildun u-20, tetapi utk melobi FIFA supaya tidak menjatuhkan sanksi ke Indonesia..masalah tuan rumah pildun u-20 ma ud kelar , BATAL krn tidak ada titik temu mengenai keikutsertaan Israel !!!!",kfj_Milan,NETRAL,,2023-03-28 07:38:13+00:00,,,1640619285545631744
2,"Drawing Piala Dunia U-20 Batal, Akmal Marhali: Waspada, Ini Peringatan Keras dari FIFA!

https://t.co/nPdbKw9pN3",Liputanjatimcom,NETRAL,,2023-03-28 07:33:20+00:00,,,1640618054903275521
2,"Lagu Resmi Piala Dunia U-20 Hilang dari Situs FIFA, kode batal di Indonesia?
https://t.co/vn0eZctZJm",SINDOnews,NETRAL,,2023-03-28 07:27:03+00:00,,,1640616473935716356
