Hasil,Nilai,Sentimen,Compound_Score,Sentiments
komnas ham paham bola dibandingkan fifa bola indonesia dianggap layak tuan rumah piala fomo,1,positif,0.4404,Positif
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala indonesiamaju jokowi,1,positif,0.4588,Positif
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala indonesiamaju jokowi,1,positif,0.4588,Positif
presiden jokowi kesiapan indonesia tuan rumah piala menpora,1,positif,0.3612,Positif
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
halah halah asian games lancar bagus reaksinya positif pertimbangan fifa tuan rumah piala,1,positif,0.6908,Positif
indonesia tuan rumah piala nderr gamau stadion dipake perawatan,1,positif,0,Netral
indonesia juli piala tuan rumah pildun acaranya fifa fifa kasih instruksi pemerintah indo stadion streril gelaran pildunnya desember gbk utama gbk madya,1,positif,0,Netral
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
menpora melaporkan presiden terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
menpora amali lapor presiden hasil pelaksanaan hsp ikn rencana klb pssi kesiapan tuan rumah piala persiapan papua provinsi olahraga,0,netral,0.25,Positif
silakan dilaksanakan sesuai putuskan menpora menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala,0,netral,0.5106,Positif
bertemu presiden jokowi menpora bahas klb pssi kesiapan indonesia tuan rumah piala,0,netral,0.25,Positif
silakan dilaksanakan sesuai putuskan menpora menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala,0,netral,0.5106,Positif
melapor kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
menpora pemerintah campur intervensi klb digelar pssi menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala,1,positif,0.25,Positif
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
alasan stadion megah indonesia terpilih tuan rumah piala stadion megah indonesia terpilih venue piala alasan dipertimbangkan fifa,1,positif,0.5994,Positif
menpora melaporkan presiden jokowi terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
menpora melaporkan presiden terkait kesiapan indonesia tuan rumah penyelenggaraan piala menpora presiden jokowi kesiapan piala,1,positif,0.4588,Positif
plot twist ketua pssi mundur pelatih timnas mundur tahun indonesia tuan rumah piala galangsung pergantian pelatih timnas tim persiapan staff pelatih piala,-1,negatif,-0.3182,Negatif
pssi kuat status indonesia tuan rumah piala anggota tgipf menpora tahulah gestur kayak tragedi kanjuruhan pssi pemerintah gak intervensi keras nasibmu korban kanjuruhan,1,positif,-0.1037,Negatif
vietnam girang indonesia tuan rumah piala alasannya,1,positif,0.5106,Positif
vietnam diuntungkan status indonesia tuan rumah piala,1,positif,0,Netral
palembang tuan rumah piala perjuangannya,1,positif,0,Netral
palembang tuan rumah piala perjuangannya,1,positif,0,Netral
hasil drawing afc asian timnas indonesia tergabung grup tuan rumah uzbekistan irak suriah semoga dimanfaatkan baiknya maret piala afc,1,positif,0.6808,Positif
sambut piala tahun menpora amali harap masyarakat indonesia tuan rumah ramah,1,positif,0.8402,Positif
indonesia tuan rumah piala jokowi pastikan digelar sesuai standar fifa,1,positif,0.3182,Positif
solo cuan tuan rumah piala,1,positif,0,Netral
kaesang azrul ananda membahas tuan rumah piala,1,positif,0,Netral
pasalnya indonesia tengah menikmati euphoria terpilihnya pertiwi tuan rumah pelaksanaan piala,1,positif,0.8271,Positif
fifa bekukan sepakbola indonesia tahun mengakibatkan piala indonesia dialihkan tuan rumah piala asia senior piala asia piala asia piala aff desember indonesia berita menggiring,0,netral,0.0516,Positif
stadion terbaik indonesia tuan rumah piala,0,netral,0.6369,Positif
menteri pemuda olahraga republik indonesia menpora ri zainudin amali indonesia tuan rumah piala penyelenggaraan piala kewenangan keamanan diambil alih fifa,0,netral,0.4019,Positif
tuan rumah piala menpora sukses indonesia berpeluang gelar piala senior olimpiade,0,netral,0.886,Positif
sambut piala menpora amali harap masyarakat indonesia tuan rumah ramah,1,positif,0.8442,Positif
terkejut keputusan fifa izinkan indonesia tuan rumah piala,1,positif,0.4215,Positif
berkat erick thohir indonesia tuan rumah piala,1,positif,0.4404,Positif
piala sabar tunggu piala selesai tuan rumah pildun gagal suportermelawan,1,positif,-0.7096,Negatif
peduli sepak bola indonesia senyap hadirkan presiden fifa berkatnya indonesia tuan rumah piala fifa ballondor pssiwajibtanggungjawab iwanbule erickthohir kanjuruhan,1,positif,0.7269,Positif
indonesia tuan rumah piala kepastian presiden fifa gianni infantino presiden fifa indonesia dikenal piala tragedi kanuruhan llncorp,1,positif,-0.5267,Negatif
lobi israel misi diplomatik indonesia fifa sanksi pembatalan tuan rumah piala akibat tragedi kanjuruhan,-1,negatif,-0.6486,Negatif
lobi israel misi diplomatik indonesia fifa sanksi pembatalan tuan rumah piala akibat tragedi kanjuruhan,1,positif,-0.6486,Negatif
lobi israel misi diplomatik indonesia fifa sanksi pembatalan tuan rumah piala akibat tragedi kanjuruhan,1,positif,-0.6486,Negatif
lobi israel misi diplomatik indonesia fifa sanksi pembatalan tuan rumah piala akibat tragedi kanjuruhan,1,positif,-0.6486,Negatif
lobi israel misi diplomatik indonesia fifa sanksi pembatalan tuan rumah piala akibat tragedi kanjuruhan,1,positif,-0.6486,Negatif
baca artikel indonesia tuan rumah piala tahun transformasi persepak bolaan tanah air transformasi sepakbola ri jokowififa,1,positif,0,Netral
berdasarkan pertemuan presiden fifa presiden jokowi kemarin menghasilkan kesepakatan indonesia tuan rumah piala transformasi sepakbola jokowififa,1,positif,0.4939,Positif
fifa sanksi indonesia tuan rumah piala transformasi sepakbola ri jokowififa,1,positif,0,Netral
presiden jokowi infantino sepakat indonesia tuan rumah piala digelar mei juni transformasi sepakbola ri jokowififa,1,positif,0.2023,Positif
indonesia terpilih tuan rumah piala berdasarkan rapat dewan fifa shanghai china oktober transformasi sepak bola ri jokowififa,1,positif,0,Netral
membahas transformasi sepakbola ri pertemuan presiden jokowi presiden fifa gianni infantino memutuskan indonesia tuan rumah piala jokowififa,1,positif,0,Netral
indonesia tuan rumah piala tahun,1,positif,0,Netral
indonesia tuan rumah piala jokowi pastikan digelar sesuai standar fifa,0,netral,0.3182,Positif
yuk lolos piala jalur kualifikasi sekedar jalur tuan rumah ditambah amunisi pemain ajax feyenoord utrecht wolves leeds united,0,netral,0.4215,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,0,netral,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,0,netral,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,-1,negatif,0.4404,Positif
berkat jokowi indonesia tuan rumah final piala enam stadion kandidat,1,positif,0.4404,Positif
jokowi presiden fifa pastikan indonesia tuan rumah piala jokowi presidenfifa sepakbola,1,positif,0,Netral
pertemuan jokowi gianni istana merdeka indonesia tuan rumah piala tahun indonesia kompetisi resmi fifa sesuai jadwal kompetisi tersedia,1,positif,0,Netral
kasian kadrun berharap indonesia gagal tuan rumah piala,1,positif,-0.1779,Negatif
indonesia tuan rumah piala kepastian presiden fifa gianni infantino bertemu presiden jokowi istana merdeka selasa oktber,1,positif,0.25,Positif
piala dijadwalkan mei juni diikuti negara peserta indonesia tuan rumah fifa worldcup,1,positif,0,Netral
terpilihnya indonesia tuan rumah piala berkat ratu tisha,1,positif,0.4404,Positif
indonesia tuan rumah piala selengkapnya klik tautan infoolahraga indonesia pialadunia fifaworldcup,1,positif,0,Netral
presiden fifa pastikan indonesia tuan rumah piala,1,positif,0,Netral
fifa indonesia tuan rumah piala,1,positif,0,Netral
bertemu presiden fifa jokowi pastikan indonesia tuan rumah piala,1,positif,0.3182,Positif
bola indonesia keren kebanggan indonesia alhamdulillah fifa kasih sanksi berkat presiden tetep tuan rumah piala reformasi sepakbola etbola,0,netral,0.8807,Positif
menpora amali pantau persiapan indonesia tuan rumah piala,0,netral,0,Netral
menteri pemuda olahraga republik indonesia menpora zainudin amali indonesia tuan rumah piala enam stadion kota persiapannya berjalan,0,netral,0,Netral
tetep tuan rumah piala,0,netral,0,Netral
tetep tuan rumah piala,1,positif,0,Netral
indonesia dipercaya fifa tuan rumah piala fifa sanksi penunjukan indonesia tuan rumah piala dibatalkan,1,positif,0.4767,Positif
indonesia tuan rumah piala semoga kejadian kejadian tragedi kanjuruhan sepak bola indonesia depannya terima kasih joko widodo pinggang nokia kegagalananiesitunyata tom holland love gidle nxde bornpinkinseoul day,1,positif,0.3612,Positif
lolosnya timnas piala asia tuan rumah piala mudahan brand apparel ea nb nike puma adidas mensponsori dipakai timnas piala asia piala,1,positif,0.4019,Positif
piala menpora amali pastikan indonesia tuan rumah,1,positif,0.3182,Positif
aman kota solo tuan rumah piala pialadunia,1,positif,0,Netral
fifa pastikan indonesia tuan rumah piala,-1,negatif,0,Netral
indonesia gagal tuan rumah piala asia psti fokus piala lengkapcepatberitanya bola sepakbola sepakboladunia boladunia,1,positif,-0.5106,Negatif
ka tuan rumah piala,1,positif,0,Netral
bodoh cuk pssi dibekukan dirugikan bgsad timnas indo gacor piala tuan rumah indo naikin ekonomi indo dimana resesi global naikin ekonomi indo,1,positif,-0.5423,Negatif
stadion gbt tuan rumah piala,1,positif,0,Netral
stadion gbt tuan rumah piala,1,positif,0,Netral
menpora gelora tomo tuan rumah piala,1,positif,0,Netral
aman indonesia tuan rumah piala,1,positif,0.4404,Positif
aman indonesia tuan rumah piala,1,positif,0.4404,Positif
tuan rumah piala warga solo suporter ramah,1,positif,0.7269,Positif
tuan rumah piala warga solo suporter ramah,1,positif,0.7269,Positif
tuan rumah piala warga solo suporter ramah,1,positif,0.7269,Positif
tragedi kanjuruhan fifa pastikan indonesia tuan rumah piala baca selengkapnya mataindonesia tragedikanjuruhan fifa pialaduniau tuanrumahpialadunia,0,netral,-0.802,Negatif
pengamat sepak bola nasional menilai bertemunya presiden fifa pasca tragedi kanjuruhan langkah penyelamatan sepak bola indonesia berkaitan indonesia tuan rumah piala bangkitbersamaet,0,netral,-0.296,Negatif
ayo suporter dewasa dikit ngapa out majunya sepakbola indonesia tolong peringkat fifa timnas lolos piala asia tuan rumah piala timnas diobok obok negara laen stystay stystay stystay,0,netral,-0.1226,Negatif
liga bergulir sasaran target utama batal tuan rumah piala inden lapak udh,0,netral,-0.25,Negatif
komunikasi intensif pssi pemerintah fifa indonesia terlepas sanksi tragedi stadion kanjuruhan mengamankan posisi tuan rumah piala majalahtempo,1,positif,-0.4019,Negatif
menteri pemuda olahraga menpora zainudin amali tragedi kanjuruhan mengganggu persiapan indonesia tuan rumah piala sepakbola fifa world tahun,1,positif,-0.6597,Negatif
menteri pemuda olahraga zainudin amali persiapan indonesia tuan rumah piala berjalan simak video selengkapnya youtube tvonenews flashone cariberitaditvone,1,positif,0,Netral
indonesia tuan rumah piala harianposkota poskota poskotacoid bola pialadunia,1,positif,0,Netral
tragedi kanjuruhan ganggu persiapan indonesia tuan rumah piala,1,positif,-0.6597,Negatif
kejadian pilu tragedi kanjuruhan menyita perhatian muncul kekhawatiran peristiwa berpengaruh status tuan rumah piala pialadunia,1,positif,-0.8834,Negatif
menteri pemuda olahraga zainudin amali persiapan indonesia tuan rumah piala berjalan sepak bola tanah air tengah dirundung duka akibat tragedi kanjuruhan,-1,negatif,-0.8074,Negatif
bola indonesia keren kebanggan indonesia alhamdulillah fifa kasih sanksi berkat presiden tetep tuan rumah piala yey et sepakbola indonesia erickfifa,1,positif,0.8807,Positif
tuan rumah piala pastinya terganggu terganggu aman nyaman penikmat bola sepak,1,positif,0.4019,Positif
menpora amali pastikan tragedi kanjuruhan ganggu persiapan indonesia tuan rumah piala,1,positif,-0.6597,Negatif
tragedi kanjuruhan ganggu persiapan indonesia tuan rumah piala,1,positif,-0.6597,Negatif
menpora zainudin amali indonesia tuan rumah piala terlepas insiden stadion kanjuruhan kumparanbola,1,positif,0,Netral
komunikasi intensif pssi pemerintah fifa indonesia terlepas sanksi tragedi kanjuruhan indonesia mengamankan posisi tuan rumah piala tahun majalahtempo,1,positif,-0.4588,Negatif
bola indonesia keren kebanggan indonesia alhamdulillah fifa kasih sanksi berkat presiden indonesia tetep tuan rumah piala yey selamatkan sepakbola ri proudofjokowi,1,positif,0.9442,Positif
presiden jokowi pembicaraan gianni infantino membahas tragedin kanjuruhan oktober presiden jokowi menyinggung posisi indonesia tuan rumah piala selamatkan sepakbola ri proudofjokowi,1,positif,-0.296,Negatif
bola indonesia keren kebanggan indonesia alhamdulillah fifa kasih sanksi berkat presiden indonesia tetep tuan rumah piala yey selamatkan sepakbola ri proudofjokowi,1,positif,0.9442,Positif
komunikasi intensif pssi pemerintah fifa indonesia terlepas sanksi tragedi stadion kanjuruhan mengamankan posisi tuan rumah piala majalahtempo,1,positif,-0.4019,Negatif
lolos sanksi fifa indonesia tuan rumah piala simak selengkapnya fifa,1,positif,0,Netral
seneng nasib tuan rumah piala,0,netral,0.5719,Positif
kabar solo tragedi kanjuruhan batalkan indonesia tuan rumah piala,0,netral,-0.7506,Negatif
kabar solo tragedi kanjuruhan batalkan indonesia tuan rumah piala,0,netral,-0.7506,Negatif
kabar solo tragedi kanjuruhan batalkan indonesia tuan rumah piala tribun solo colomadu karanganyar,0,netral,-0.7506,Negatif
kabar solo tragedi kanjuruhan batalkan indonesia tuan rumah piala tribun solo gondangrejo karanganyar,1,positif,-0.7506,Negatif
presiden indonesia joko widodo mengumumkan fifa sekatan indonesia susulan tragedi kanjuruhan membunuh bermakna indonesia kekal tuan rumah piala hasil surat dihantar presiden fifa giani infantino,1,positif,-0.8689,Negatif
eko maung indonesia tuan rumah piala tragedi kanjuruhan,1,positif,-0.6597,Negatif
pssi indonesia gak sanksi fifa kabar kabar buruk kabar baiknya tuan rumah piala aman tp sanksi kejadian sepakbola menghilangkan nyawa terulang efek jera,1,positif,-0.5187,Negatif
tuan rumah piala,1,positif,0,Netral
tuan rumah piala tahjn pindah negara tetangga singspore halnya event formula pindah penyelenggaraannya kesingapore,1,positif,0.2732,Positif
indonesia batal tuan rumah piala tragedi kanjuruhan pssi malu iwan bule,-1,negatif,-0.7845,Negatif
framing video tujuanya tujuan melemahkan posisi indonesia indonesia tuan rumah piala kadrun memanfaatkan video menyudutkan aparat pemerintah,1,positif,-0.4215,Negatif
status indonesia tuan rumah piala terancam dicabut akibat insiden stadion kanjuruhan,1,positif,-0.4588,Negatif
indonesia berpeluang tuan rumah piala langitid cahayamenujukebaikan,1,positif,0.6908,Positif
indonesia tuan rumah piala timnas lolos piala asia lain-lain prestasi dinanti ush berharap pssi diseret pusaran tragedi kanjuruan ketakutan kehilangan prestasi,1,positif,-0.8225,Negatif
rangkaian hasil positif ajang lolos piala asia tuan rumah piala ksad jenderal dudung abdurachman angkatan darat hati rakyat tulus utamakan rakyat,1,positif,0.8979,Positif
bro penjualan tiket keuntungan penyelenggaran pemerintah daerah saudara laki-laki negara rebutan tuan rumah event internasional piala olimpiade indonesia tuan rumah asian games piala duunia untungnya,1,positif,0.0772,Positif
indonesia tuan rumah piala stadion disiapkan,1,positif,0.2263,Positif
prestasi iwan bule ketum pssi timnas lolos piala asia timnas lolos piala asia timnas lolos piala indonesia tuan rumah stadion jabar timnas juara aff kualifikasi piala asia timnas futsal lolos,1,positif,0.5994,Positif
presiden joko widodo hubungi presiden fifa nasib tuan rumah piala fifa kanjuruhan korbankanjuruhan pssi ptlib,1,positif,0,Netral
piala pasca tragedi kanjuruhan indonesia tuan rumah beritajogja jogja jogjaistimewa,1,positif,-0.4019,Negatif
indonesia batal total tuan rumah piala sepak bola infrastruktur dirapikan dibangun menyukseskan pagelaran akbar loh sayang banget,1,positif,0.1531,Positif
indonesia terancam pencabutan tuan rumah piala fifa indonesia tuanrumah pialadunia,0,netral,-0.4588,Negatif
sanksi fifa presiden afc bereaksi kerusuhan kanjuruhan indonesia terancam gagal tuan rumah piala,0,netral,-0.8555,Negatif
jokowi telepon presiden fifa tragedi kanjuruhan serahkan nasib tuan rumah piala pedamping desa nasdem dirgahayu tni shanitheselene,0,netral,-0.6597,Negatif
putra nababan berharap tragedi kanjuruhan berimbas pencabutan status indonesia tuan rumah piala tragedikanjuruhan,0,netral,-0.3818,Negatif
sirkuit infrastrukturnya asian games asian games tuan rumah piala tahun fix piala asia senior fix diatas berbenah dibawah bikin ulah,1,positif,-0.0258,Negatif
imbas tragedi kanjuruhan presiden jokowi pasrah fifa batalkan indonesia tuan rumah piala via,1,positif,-0.6597,Negatif
jokowi ditelfon presiden fifa bahas tragedi kanjuruhan indonesia batal tuan rumah piala,1,positif,-0.7506,Negatif
indonesia tuan rumah piala jokowi pasrah terima putusan fifa pialadunia,1,positif,0.1531,Positif
jokowi telepon presiden fifa terkait tragedi kanjuruhan singgung nasib tuan rumah piala jokowi telepon presiden fifa giovanniinfantino stadion kanjuruhan malang via,1,positif,-0.6597,Negatif
pecatkemenpora fifaworldcup indonesia layak tuan rumah piala,1,positif,0,Netral
pecatkemenpora fifaworldcup indonesia layak tuan rumah piala,-1,negatif,0,Netral
beritajatim indonesia batal tuan rumah piala jokowi telepon presiden fifa presidenjokowi tragedikanjuruhanmalang tuanrumahpialadunia,1,positif,-0.2263,Negatif
bahas tragedi kanjuruhan tuan rumah piala jokowi telepon presiden fifa,1,positif,-0.6597,Negatif
jokowi telepon presiden fifa terkait tragedi kanjuruhan singgung nasib tuan rumah piala,1,positif,-0.6597,Negatif
indonesia batal tuan rumah piala jokowi telepon presiden fifa,1,positif,-0.2263,Negatif
telepon presiden fifa jokowi pasrah nasib indonesia tuan rumah piala,1,positif,0,Netral
telepon presiden fifa jokowi pasrah nasib indonesia tuan rumah piala,1,positif,0,Netral
jokowi presiden fifa gianni infantino membahas tragedi kanjuruhan posisi indonesia tuan rumah piala kanjuruhan tragedikanjuruhan,1,positif,-0.2263,Negatif
indonesia terancam batal tuan rumah piala terbukti melanggar regulasi fifa keamanan stadion dampaknya tragedikanjuruhan stadionkanjuruhan validnews,1,positif,-0.5574,Negatif
indonesia tuan rumah piala pssi turun tangan lakukan pembenahan,1,positif,0.3182,Positif
tahun indonesia tuan rumah piala gak dibatalkan fifa,1,positif,0,Netral
indonesia terancam gagal tuan rumah piala tragedi maut,1,positif,-0.8979,Negatif
sanksi pssi cabut indonesia tuan rumah piala,0,netral,0,Netral
lt ketakutan indonesia terkena sanksi fifa berpengaruh posisi tuan rumah piala berkaca insiden insiden peluang indonesia terkena sanksi fifa,0,netral,-0.296,Negatif
indonesia tuan rumah piala,0,netral,0,Netral
melobby tuan rumah piala,0,netral,0.0258,Positif
wali kota solo pasrah tragedi kanjuruhan berdampak penyelenggaraan piala indonesia solo rencananya solo salah tuan rumah piala diadakan medcomid,1,positif,-0.8591,Negatif
sumsel was was status tuan rumah piala kerusuhan kanjuruhan,1,positif,-0.5574,Negatif
gibran rakabuming menanggapi ancaman fifa status tuan rumah piala dicabut merahputihcom pialadunia sepakbola fifa prayforkanjuruhan,1,positif,-0.5267,Negatif
satunya freeze pssi pergi tuan rumah piala,1,positif,0.0516,Positif
perbaiki rumput tuan rumah piala takutnya,1,positif,0,Netral
media vietnam menyebut indonesia berpotensi dicabut tuan rumah piala pialadunia,1,positif,0,Netral
dimana disayangkan sepakbola indonesia berkembang dimana timnas senior menjalakan kompetisi afc batal tuan rumah piala usia indonesia prayforarema,-1,negatif,-0.296,Negatif
lanjutan peristiwa sungguh disayangkan merusak citra sepak bola indonesia bangkit tuan rumah piala tahun lanyalla ketuadpdri sepakbola sepakbolaindonesia,1,positif,-0.7184,Negatif
tragedi kanjuruhan ancam indonesia gagal tuan rumah piala gibran merugikan solo,1,positif,-0.8834,Negatif
insiden kanjuruhan sorotan media asing status tuan rumah piala indonesia terancam dicabut kanjuruhan malang tragedikanjuruhan kerusuhansepakbola stadionkanjuruhan prayforkanjuruhan olahraga kanjuruhanmalang,1,positif,-0.8126,Negatif
tragedi kanjuruhan ancam indonesia gagal tuan rumah piala gibran merugikan solo,1,positif,-0.8834,Negatif
tuan rumah piala,1,positif,0,Netral
tragedi kanjuruhan ancam indonesia gagal tuan rumah piala gibran merugikan solo,1,positif,-0.8834,Negatif
gagal tuan rumah piala suporter negara gas air wercok bikin indonesia tercoreng,1,positif,-0.1027,Negatif
tragedi stadion kanjuruhan status indonesia tuan rumah piala kondusiv sepakbola indonesia kanjuruhan tragedikanjuruhan tuanrumah pialaduniau menpora zainudinamali fifa sanksififa fifaworldcupu,1,positif,-0.6597,Negatif
fifa buka suara indonesia terancam sanksi gagal tuan rumah piala,1,positif,-0.743,Negatif
beritasonora fifa buka suara indonesia terancam sanksi gagal tuan rumah piala,1,positif,-0.743,Negatif
semu indonesia tuan rumah piala tahun smg jalan terbaik smua prestasi timnas imbas kanjuruhandisaster timnas senior lolos piala asia timnas lolos piala asia timnas juara aff,1,positif,0.8957,Positif
fifa buka suara indonesia terancam sanksi gagal tuan rumah piala,0,netral,-0.743,Negatif
fifa tinjau ulang status indonesia tuan rumah piala tandatangani petisi,0,netral,0,Netral
oot kejadian ajang international sanksi salah satunya pencabutan tuan rumah piala indonesia parah sepakbola indonesia sanksi fifa ngeri haishh yaa,0,netral,-0.6249,Negatif
fifa cabut status tuan rumah piala pernyataan pssi kanjuruhandisaster aremania dukauntukkanjuruhan kanjuruhan fifa pssiwajibtanggungjawab,0,netral,-0.802,Negatif
tuan rumah piala kebanggaan jokowi sayang,1,positif,0.6124,Positif
tuan rumah piala dikenal tragedi kemanusiaan prayforkanjuruhan,1,positif,-0.6597,Negatif
bermasalah disaat masyarakat euforia pencapaian timnas kenaikan peringkat lolos seleksi mengikuti turnamen asia tuan rumah piala,1,positif,0.5574,Positif
fifa evaluasi status indonesia tuan rumah piala terbayangkan benak presiden fifa kejadian tragedi indonesia sulit tuan rumah,1,positif,-0.7845,Negatif
fifa terhormat kejadian tragedi kanjuruan malang batalkan indonesia tuan rumah piala sangsi berat pssi sesuai statuta percaya amatiran profesional malu terluka,1,positif,-0.7964,Negatif
ketua koni jatim ucapkan belasungkawa berharap tragedi kanjuruhan berimbas tuan rumah piala,1,positif,-0.4215,Negatif
akibat tragedi kanjuruhan indonesia terancam sanksi fifa pencabutan status tuan rumah piala,-1,negatif,-0.8126,Negatif
indonesia pssi sanksi tragedy malang stadion kanjuruhan sanksi pssi liga indonesia berbenah coret indonesia tuan rumah piala,1,positif,-0.6124,Negatif
aamiin sepakat hukum sepak bola indonesia seberat beratnya batalkan indonesia tuan rumah piala sepak bola indonesia hukum seberat beratnya,1,positif,-0.0516,Negatif
om copot indonesia tuan rumah piala banned tahun,1,positif,-0.4588,Negatif
bambang tahun indonesia tuan rumah piala kejadian indonesia sanksi fifa dibatalkan tuan rumah keikutsertaan,1,positif,0,Netral
menhukum bahasa membened kagiatan naungi fifa harapan tuan rumah piala pupus sop keamanan buruk,1,positif,-0.3182,Negatif
sepakbola indonesia terancam dibekukan tahun batal tuan rumah piala imbas tragedi kanjuruhan fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa fifa,1,positif,-0.6486,Negatif
gegara tragedi kanjuruhan indonesia gagal tuan rumah piala,1,positif,-0.8271,Negatif
indonesia peringkat indonesia tuan rumah piala memajukan perekonomian tengah krisis ketolololan bikin indonesia terancam sanksi,1,positif,-0.875,Negatif
kayaknya petisi fifa indonesia dicabut tuan rumah piala tahun pssi berubah mengelola pertandingan sepakbola itupun berubah sanksimaksimaluntukpssi prayforkanjuruhan,1,positif,0.3182,Positif
mengalihkan isu irjend melibatkan sepak bola sepak bola gagal tuan rumah piala garah garah aparat mengerti aturan sepak bola polisi menembakan gas air penonton savekanjuruhan,1,positif,-0.7845,Negatif
indonesia terancam gagal tuan rumah piala tragedi maut kanjuruhan,1,positif,-0.8807,Negatif
sepak bola indonesia terancam dibekukan fifa indonesia terancam dicoret tuan rumah piala terancam dicoret piala asia gara suporter norak kampungan mrl dl,0,netral,-0.8074,Negatif
sepak bola indonesia terancam dibekukan fifa indonesia terancam dicoret tuan rumah piala terancam dicoret piala asia gede suporter kampungan dl kampungan,0,netral,-0.8074,Negatif
peristiwa sungguh disayangkan merusak citra sepak bola indonesia bangkit tuan rumah piala tahun lanyalla ketuadpdri sepakbola sepakbolaindonesiaberduka,0,netral,-0.8481,Negatif
timnasnya daun suporter club tawuran alamat gak piala asia gak tuan rumah piala,0,netral,0.4404,Positif
indonesia terancam gagal tuan rumah piala tragedi kanjuruhan,1,positif,-0.8934,Negatif
indonesia terancam gagal tuan rumah piala tragedi kanjuruhan,1,positif,-0.8934,Negatif
semalam ngikutin perkembangan tragedi kanjuruhan gila emang batal tuan rumah piala,1,positif,-0.8316,Negatif
peristiwa sungguh disayangkan merusak citra sepak bola indonesia bangkit tuan rumah piala tahun lanyalla ketuadpdri sepakbolaindonesiaberduka kanjuruhan,1,positif,-0.7003,Negatif
klub klub indonesia dilarang tampil ajang asean asia status indonesia tuan rumah piala pergi sayang hancurkan oknum suporter norak dewasa,1,positif,-0.4767,Negatif
fifa investigasi menemukan pelanggaran indonesia tuan rumah piala,1,positif,-0.5267,Negatif
status indonesia tuan rumah piala terancam,-1,negatif,-0.4588,Negatif
pejabat terkait sepakbola angkat suara tragedi kanjuruhan ketum pssi menyayangkan tindakan suporter menpora khawatir sanksi fifa peran indonesia tuan rumah piala tahun,1,positif,-0.6597,Negatif
video indonesia tuan rumah piala terancam vlix,1,positif,-0.4588,Negatif
andai fifa perintah presiden jokowi menghentikan liga bentuk intervensi sepakbola independen banned pssi ikhlas konsekuensi piala afc aff batal tuan rumah timnas vakum,1,positif,-0.3612,Negatif
indonesia tuan rumah piala,1,positif,0,Netral
tragedi kanjuruhan berita international klub notice pernyataan menpora berharap sanksi fifa tuan rumah piala empatinya,1,positif,-0.3818,Negatif
timnas partisipasi laga at kompetisi internasional tahun tuan rumah piala dievaluasi,1,positif,0,Netral
berduka mikirin berharap pssi indonesia sanksi mengancam tuan rumah piala dasar muka tembok kepala batu gak empati keluarga korban pssi sanksi fifa prayforkanjuruhan,1,positif,-0.7579,Negatif
fifa tinjau ulang status indonesia tuan rumah piala tandatangani petisi,1,positif,0,Netral
timnas didepan piala aff piala tuan rumah piala asia senior lolos haaaaaaa pengen menangis timnas bagus bagusnya terancam sanksi fifa kanjuruhan aremania indonesia ripsepakbolaindonesia,1,positif,-0.4404,Negatif
hati senang kemajuan pssi timnas piala asia senior tuan rumah piala,1,positif,0.8934,Positif
fifa sanksi indonesia pembekuan tahun batal tuan rumah piala evaluasi,1,positif,-0.3182,Negatif
